F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
0.0882899628573861,0.0569536424362735,0.0642666667706005,0.00269111928392625,-0.0148635128774664,-0.0144687265291896,-0.0127175369149647,0.0851387306997316,0.0500725689305135,0.0710656469088569,0.0429629628633401,-0.00728736157443182,-0.00323475055943454,-0.0114364134645703,0.00424728644426964,0.0485138367178486,-0.0472352086555878,-0.00396825387334991,-0.0321535393930708,0.0326612229968799
0.0281810418722414,0.0701754385526148,-0.0378351291213497,-0.00248508938966937,-0.0281444942259722,-0.0151399296121675,0.00915254242064344,0.0767075307595743,0.0231513477062655,0.0158371042150274,-0.00613162863142653,-0.0185164893292686,0.012517385065606,0.00663273164950197,-0.00281954877014003,-0.0071684586861118,0.00135363781914673,0.0131401614457334,0.0153926427516761,0.0229143134583251
0.045681063131413,0.0353833785403516,0.0236979167454068,0.0138515196714745,0.0164203609623599,0.0291925465449223,0.0246892844581164,-0.03578399494745,0.0314083080822711,0.040089086843768,0.00116719450806793,0.0522438039755646,0.00274725283070077,0.000153233307121179,0.0307492930328843,0.0515260912236176,-0.0070969922728442,0.0146325243193435,0.00128468664101817,-0.0649944787296782
-0.0262112788175051,0.05338886781373,-0.00152632928866135,-0.0299783762122704,-0.00954618865661038,-0.00709112844734508,-0.00491722668870424,0.0414979759044274,-0.0307793058568675,-0.00401498920071413,0.0641922436813881,0.0102906853466599,-0.0191780822117602,0.00444308253570616,-0.0189735970070526,-0.0249687889691538,0.00221238937958259,-0.04424778762232,-0.0451629459068637,0.0377931501340279
0.0474920476391775,0.0238936664444953,0.0190982804033428,0.0133652152489151,0.00947991684378446,0.0129059702011872,0.0217327113851873,0.0868213743503599,0.0389417191505669,0.0287457107078604,0.0277131265088634,0.0166864192848899,-0.00285616468802971,0.00121025621675246,-0.0106123534450826,0.0339208577489342,-0.00119865671858462,0.0270819067153692,0.0169209325435332,-0.00813875966173007
-0.027375129102892,-0.0192306424630066,0.0362399999713907,-0.00540946000905402,-0.00206640430310896,-0.0406640654314802,-0.00210576013022472,-0.0183463151206389,-0.012089660316482,-0.017512612251986,0.0733888862428353,-0.00244782345567395,-0.00708547171705141,-0.0158539974429679,-0.00776286360928657,0.0263057895382863,0.00526031629854579,-0.00368278814395931,-0.00397405918014153,-0.0227931502677583
0.0249096144291867,0.0196768009197236,0.00722763570911744,0.00521770686948483,0.0163279452241253,-0.0198692651397917,0.00935995155485355,-0.000161860156069332,0.0274189490330095,0.0228562589206238,0.0176220374945537,0.00518696494682065,0.00664083167992675,0.00602715161065461,0.0217083769736707,0.0239455041972021,-0.0110943548195725,0.00568705078400663,0.0204198221941208,-0.00286139222223606
-0.040794314008412,0.0179803466013505,-0.0105489222294674,0.00329032992539039,-0.000734112839439549,0.0100410529407483,-0.059068898931621,-0.0173247022176929,-0.0292798617331142,-0.00494891346664481,0.0403986673313679,0.0224282177109634,-0.000481920986226829,0.00060547928581986,0.0200787643589603,0.0367089813371747,0.0167517073065985,0.0109863346015814,-0.0083303328233673,0.0514618250786951
0.0400554125889198,-0.030268620662517,0.0254075743207361,-0.00122575275453657,0.00259869569511247,-0.00440798767548827,0.00373213307178335,0.0540858268052878,0.0364379790143422,0.0613797596734269,0.0435764550773759,0.00529946560823235,0.0108493011031571,0.00479918398670673,-0.0115740028096795,-0.042569268857948,-0.00901747791637432,0.0174586883807956,0.0138861721198875,-0.0568009133062455
-0.0110162889939305,-0.0201895715730835,-0.00284286114082169,-0.0267436682958287,0.0047601648084204,0.0100667753437228,0.0248936036243031,0.00292255117707038,0.0121383375570849,0.00983494212547374,-2.83425746567912e-05,0.00909416992457156,0.00325950039402193,-0.000473177349812051,-0.0235244213918097,-0.00537992838410448,0.00136197742443473,0.0100321119383007,0.0111097309662686,-0.0352881548481515
-0.00557438795756885,0.0304744855866711,0.0224805303592912,0.00845757539486753,0.0166688465477563,0.020892612883932,0.0126398002481626,0.0727970175673664,0.0704258812216785,0.0862683328751309,0.074095324927956,0.0268567131313157,0.0214052703385599,0.00585963238300039,0.0253755279797255,0.0380823815161928,-0.0131971895692719,0.0131394551337419,0.0120104603518502,-0.0490093259377445
